Gene,Pathway,OG_TSG
IER3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
ABL1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
AXIN1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
HDAC1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
TRAF1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
BIRC5,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
SERBP1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
IL7R,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
NET1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
GCLC,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
HELLS,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
VIM,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
CTNNA1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
ERBB3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
PTK2B,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
MIR8085,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
APOE,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
SQSTM1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
ANXA5,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
NQO1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
HSPA5,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
MIR4758,WP_SMALL_CELL_LUNG_CANCER,TSG
FHIT,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMB2,WP_SMALL_CELL_LUNG_CANCER,TSG
CCND1,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMB3,WP_SMALL_CELL_LUNG_CANCER,TSG
BCL2,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMC1,WP_SMALL_CELL_LUNG_CANCER,TSG
MYC,WP_SMALL_CELL_LUNG_CANCER,TSG
BCL2L1,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMA1,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMC2,WP_SMALL_CELL_LUNG_CANCER,TSG
BID,WP_SMALL_CELL_LUNG_CANCER,TSG
NOS2,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMA4,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMA5,WP_SMALL_CELL_LUNG_CANCER,TSG
TRAF4,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMB1,WP_SMALL_CELL_LUNG_CANCER,TSG
E2F1,WP_SMALL_CELL_LUNG_CANCER,TSG
GADD45B,WP_SMALL_CELL_LUNG_CANCER,TSG
TRAF3,WP_SMALL_CELL_LUNG_CANCER,TSG
TRAF2,WP_SMALL_CELL_LUNG_CANCER,TSG
TRAF6,WP_SMALL_CELL_LUNG_CANCER,TSG
TRAF5,WP_SMALL_CELL_LUNG_CANCER,TSG
RXRA,WP_SMALL_CELL_LUNG_CANCER,TSG
RXRG,WP_SMALL_CELL_LUNG_CANCER,TSG
RXRB,WP_SMALL_CELL_LUNG_CANCER,TSG
TRAF1,WP_SMALL_CELL_LUNG_CANCER,TSG
GADD45G,WP_SMALL_CELL_LUNG_CANCER,TSG
E2F3,WP_SMALL_CELL_LUNG_CANCER,TSG
CCNE1,WP_SMALL_CELL_LUNG_CANCER,TSG
E2F2,WP_SMALL_CELL_LUNG_CANCER,TSG
ITGA6,WP_SMALL_CELL_LUNG_CANCER,TSG
POLK,WP_SMALL_CELL_LUNG_CANCER,TSG
PIK3R1,WP_SMALL_CELL_LUNG_CANCER,TSG
PIK3R2,WP_SMALL_CELL_LUNG_CANCER,TSG
CCNE2,WP_SMALL_CELL_LUNG_CANCER,TSG
RELA,WP_SMALL_CELL_LUNG_CANCER,TSG
ITGA2,WP_SMALL_CELL_LUNG_CANCER,TSG
IKBKB,WP_SMALL_CELL_LUNG_CANCER,TSG
PIK3CA,WP_SMALL_CELL_LUNG_CANCER,TSG
PIK3CB,WP_SMALL_CELL_LUNG_CANCER,TSG
PIK3CD,WP_SMALL_CELL_LUNG_CANCER,TSG
PTEN,WP_SMALL_CELL_LUNG_CANCER,TSG
DDB2,WP_SMALL_CELL_LUNG_CANCER,TSG
FN1,WP_SMALL_CELL_LUNG_CANCER,TSG
AKT3,WP_SMALL_CELL_LUNG_CANCER,TSG
GADD45A,WP_SMALL_CELL_LUNG_CANCER,TSG
MIR4260,WP_SMALL_CELL_LUNG_CANCER,TSG
BIRC8,WP_SMALL_CELL_LUNG_CANCER,TSG
CDK6,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMB4,WP_SMALL_CELL_LUNG_CANCER,TSG
CDK4,WP_SMALL_CELL_LUNG_CANCER,TSG
CDK2,WP_SMALL_CELL_LUNG_CANCER,TSG
ITGA2B,WP_SMALL_CELL_LUNG_CANCER,TSG
APAF1,WP_SMALL_CELL_LUNG_CANCER,TSG
ITGA3,WP_SMALL_CELL_LUNG_CANCER,TSG
CASP3,WP_SMALL_CELL_LUNG_CANCER,TSG
CDKN2B,WP_SMALL_CELL_LUNG_CANCER,TSG
CDKN1C,WP_SMALL_CELL_LUNG_CANCER,TSG
CDKN1B,WP_SMALL_CELL_LUNG_CANCER,TSG
BIRC7,WP_SMALL_CELL_LUNG_CANCER,TSG
CDKN1A,WP_SMALL_CELL_LUNG_CANCER,TSG
CHUK,WP_SMALL_CELL_LUNG_CANCER,TSG
CASP8,WP_SMALL_CELL_LUNG_CANCER,TSG
CASP9,WP_SMALL_CELL_LUNG_CANCER,TSG
ITGAV,WP_SMALL_CELL_LUNG_CANCER,TSG
AKT1,WP_SMALL_CELL_LUNG_CANCER,TSG
PTGS2,WP_SMALL_CELL_LUNG_CANCER,TSG
AKT2,WP_SMALL_CELL_LUNG_CANCER,TSG
BIRC2,WP_SMALL_CELL_LUNG_CANCER,TSG
CYCS,WP_SMALL_CELL_LUNG_CANCER,TSG
ITGB1,WP_SMALL_CELL_LUNG_CANCER,TSG
PTK2,WP_SMALL_CELL_LUNG_CANCER,TSG
NFKB1,WP_SMALL_CELL_LUNG_CANCER,TSG
NFKBIA,WP_SMALL_CELL_LUNG_CANCER,TSG
NFKBIB,WP_SMALL_CELL_LUNG_CANCER,TSG
COL4A4,WP_SMALL_CELL_LUNG_CANCER,TSG
CKS2,WP_SMALL_CELL_LUNG_CANCER,TSG
COL4A3,WP_SMALL_CELL_LUNG_CANCER,TSG
CKS1B,WP_SMALL_CELL_LUNG_CANCER,TSG
COL4A2,WP_SMALL_CELL_LUNG_CANCER,TSG
COL4A1,WP_SMALL_CELL_LUNG_CANCER,TSG
RARB,WP_SMALL_CELL_LUNG_CANCER,TSG
BIRC3,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMC3,WP_SMALL_CELL_LUNG_CANCER,TSG
BAK1,WP_SMALL_CELL_LUNG_CANCER,TSG
MAX,WP_SMALL_CELL_LUNG_CANCER,TSG
PIK3R3,WP_SMALL_CELL_LUNG_CANCER,TSG
TP53,WP_SMALL_CELL_LUNG_CANCER,TSG
SKP1,WP_SMALL_CELL_LUNG_CANCER,TSG
BAX,WP_SMALL_CELL_LUNG_CANCER,TSG
ZBTB17,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMA2,WP_SMALL_CELL_LUNG_CANCER,TSG
COL4A6,WP_SMALL_CELL_LUNG_CANCER,TSG
LAMA3,WP_SMALL_CELL_LUNG_CANCER,TSG
COL4A5,WP_SMALL_CELL_LUNG_CANCER,TSG
IKBKG,WP_SMALL_CELL_LUNG_CANCER,TSG
RB1,WP_SMALL_CELL_LUNG_CANCER,TSG
CCNE2,WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,TSG
TP53,WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,TSG
MIR95,WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,TSG
MIR663B,WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,TSG
MIR339,WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER,TSG
TGFB3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TGFBR1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TGFBR2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
NTN1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
FOS,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CSNK1A1L,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TGFB1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TGFB2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MLH1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BCL2L11,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CCND1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BCL2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TCF7L1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BRAF,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MYC,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CTNNB1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CSNK1A1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
APC2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RALA,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CASP3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RALB,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MAPK1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MAPK3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TBK1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
EXOC2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CDKN1A,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
LEF1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
APC,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
ARAF,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CASP9,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
AKT1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
PTGS2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
AKT2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
CYCS,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RALGDS,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
KRAS,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MSH6,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
JUN,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
GADD45B,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RAC2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MIR3191,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RAC3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
PMAIP1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
AXIN1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
AXIN2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BAD,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BIRC5,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
GADD45G,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
DCC,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BAK1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MAPK8,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RAC1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
POLK,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
SMAD2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
SMAD3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TP53,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
SMAD4,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RAF1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BAX,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
GSK3B,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
RHOA,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
DDB2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
BBC3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
AKT3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MAPK9,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TCF7,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MSH2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MAPK10,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MSH3,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
REL,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
MAP2K1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
TCF7L2,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
APPL1,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
GADD45A,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,TSG
NRAS,WP_ENDOMETRIAL_CANCER,TSG
FOS,WP_ENDOMETRIAL_CANCER,TSG
CCND1,WP_ENDOMETRIAL_CANCER,TSG
BRAF,WP_ENDOMETRIAL_CANCER,TSG
TCF7L1,WP_ENDOMETRIAL_CANCER,TSG
MYC,WP_ENDOMETRIAL_CANCER,TSG
CTNNB1,WP_ENDOMETRIAL_CANCER,TSG
CTNNA2,WP_ENDOMETRIAL_CANCER,TSG
APC2,WP_ENDOMETRIAL_CANCER,TSG
CDH1,WP_ENDOMETRIAL_CANCER,TSG
FOXO3,WP_ENDOMETRIAL_CANCER,TSG
MAPK1,WP_ENDOMETRIAL_CANCER,TSG
MAPK3,WP_ENDOMETRIAL_CANCER,TSG
CTNNA3,WP_ENDOMETRIAL_CANCER,TSG
CDKN1A,WP_ENDOMETRIAL_CANCER,TSG
APC,WP_ENDOMETRIAL_CANCER,TSG
LEF1,WP_ENDOMETRIAL_CANCER,TSG
ARAF,WP_ENDOMETRIAL_CANCER,TSG
CASP9,WP_ENDOMETRIAL_CANCER,TSG
AKT1,WP_ENDOMETRIAL_CANCER,TSG
AKT2,WP_ENDOMETRIAL_CANCER,TSG
KRAS,WP_ENDOMETRIAL_CANCER,TSG
GADD45B,WP_ENDOMETRIAL_CANCER,TSG
SOS1,WP_ENDOMETRIAL_CANCER,TSG
AXIN1,WP_ENDOMETRIAL_CANCER,TSG
AXIN2,WP_ENDOMETRIAL_CANCER,TSG
HRAS,WP_ENDOMETRIAL_CANCER,TSG
BAD,WP_ENDOMETRIAL_CANCER,TSG
GADD45G,WP_ENDOMETRIAL_CANCER,TSG
EGF,WP_ENDOMETRIAL_CANCER,TSG
GRB2,WP_ENDOMETRIAL_CANCER,TSG
ILK,WP_ENDOMETRIAL_CANCER,TSG
FGF2,WP_ENDOMETRIAL_CANCER,TSG
FGF1,WP_ENDOMETRIAL_CANCER,TSG
BAK1,WP_ENDOMETRIAL_CANCER,TSG
ELK1,WP_ENDOMETRIAL_CANCER,TSG
PIK3R3,WP_ENDOMETRIAL_CANCER,TSG
POLK,WP_ENDOMETRIAL_CANCER,TSG
EGFR,WP_ENDOMETRIAL_CANCER,TSG
PIK3R1,WP_ENDOMETRIAL_CANCER,TSG
PIK3R2,WP_ENDOMETRIAL_CANCER,TSG
TP53,WP_ENDOMETRIAL_CANCER,TSG
RAF1,WP_ENDOMETRIAL_CANCER,TSG
CTNNA1,WP_ENDOMETRIAL_CANCER,TSG
FGFR2,WP_ENDOMETRIAL_CANCER,TSG
ERBB2,WP_ENDOMETRIAL_CANCER,TSG
PIK3CA,WP_ENDOMETRIAL_CANCER,TSG
FGFR3,WP_ENDOMETRIAL_CANCER,TSG
PIK3CB,WP_ENDOMETRIAL_CANCER,TSG
PDPK1,WP_ENDOMETRIAL_CANCER,TSG
FGFR1,WP_ENDOMETRIAL_CANCER,TSG
BAX,WP_ENDOMETRIAL_CANCER,TSG
PIK3CD,WP_ENDOMETRIAL_CANCER,TSG
PTEN,WP_ENDOMETRIAL_CANCER,TSG
GSK3B,WP_ENDOMETRIAL_CANCER,TSG
DDB2,WP_ENDOMETRIAL_CANCER,TSG
AKT3,WP_ENDOMETRIAL_CANCER,TSG
SOS2,WP_ENDOMETRIAL_CANCER,TSG
TCF7,WP_ENDOMETRIAL_CANCER,TSG
MAP2K1,WP_ENDOMETRIAL_CANCER,TSG
TCF7L2,WP_ENDOMETRIAL_CANCER,TSG
MAP2K2,WP_ENDOMETRIAL_CANCER,TSG
GADD45A,WP_ENDOMETRIAL_CANCER,TSG
MIR19B2,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR200A,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR4763,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR30D,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CCND1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
BCL2,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
KLK3,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CTNNB1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR589,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
FOXO1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR3714,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR466,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
PDGFA,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MAPK1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CREB3L1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR106A,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR4311,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CDKN1B,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
AR,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CDKN1A,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CREBBP,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
CASP9,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MTOR,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR337,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
KRAS,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIRLET7A3,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR603,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
NFKB1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIRLET7B,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
NFKBIA,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
SOS1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR3682,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR4517,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
PLCL2,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MDM2,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
BAD,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
NFATC2IP,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIRLET7BHG,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
GRB2,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
PDGFRB,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR4325,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR92A2,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
TP53,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR3149,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
RAF1,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR363,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
PIK3CA,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR20B,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR18B,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
MIR1299,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
GSK3B,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
AKT3,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,TSG
